"","Entry","Entry.name","Status","Protein.names","Gene.names","Organism","Length","EC.number","Cross.reference..GeneID.","Cross.reference..KEGG.","Cross.reference..GeneDB.","Ensembl.transcript","Cross.reference..RefSeq.","Cross.reference..UniGene.","Gene.ontology..GO.","Gene.ontology.IDs","Involvement.in.disease","Interacts.with","g_o"
"936","P0A9S1","FUCO_ECOLI","reviewed","Lactaldehyde reductase (EC 1.1.1.77) (Propanediol oxidoreductase)","fucO b2799 JW2770","Escherichia coli (strain K12)",382,"1.1.1.77","947273;","ecj:JW2770;eco:b2799;",NA,NA,"NP_417279.2;WP_000013588.1;",NA,"cytosol [GO:0005829]; alcohol dehydrogenase (NAD) activity [GO:0004022]; ferrous iron binding [GO:0008198]; lactaldehyde reductase activity [GO:0008912]; glycol catabolic process [GO:0042846]; L-fucose catabolic process [GO:0042355]; propanediol metabolic process [GO:0051143]; rhamnose catabolic process [GO:0019301]","GO:0004022; GO:0005829; GO:0008198; GO:0008912; GO:0019301; GO:0042355; GO:0042846; GO:0051143",NA,"","GO:0004022 GO:0005829 GO:0008198 GO:0008912 GO:0019301 GO:0042355 GO:0042846 GO:0051143"
"937","P0AC33","FUMA_ECOLI","reviewed","Fumarate hydratase class I, aerobic (EC 4.2.1.2) (Fumarase A) (Oxaloacetate keto--enol-isomerase) (OAAKE isomerase) (Oxaloacetate tautomerase) (EC 5.3.2.2)","fumA b1612 JW1604","Escherichia coli (strain K12)",548,"4.2.1.2; 5.3.2.2","946826;","ecj:JW1604;eco:b1612;",NA,NA,"NP_416129.1;WP_000066639.1;",NA,"cytosol [GO:0005829]; 4 iron, 4 sulfur cluster binding [GO:0051539]; fumarate hydratase activity [GO:0004333]; identical protein binding [GO:0042802]; metal ion binding [GO:0046872]; oxaloacetate tautomerase activity [GO:0050163]; tricarboxylic acid cycle [GO:0006099]","GO:0004333; GO:0005829; GO:0006099; GO:0042802; GO:0046872; GO:0050163; GO:0051539",NA,"Itself","GO:0004333 GO:0005829 GO:0006099 GO:0042802 GO:0046872 GO:0050163 GO:0051539"
"938","P11553","FUCK_ECOLI","reviewed","L-fuculokinase (EC 2.7.1.51) (L-fuculose kinase)","fucK b2803 JW2774","Escherichia coli (strain K12)",472,"2.7.1.51","946022;","ecj:JW2774;eco:b2803;",NA,NA,"NP_417283.2;WP_000808392.1;",NA,"ATP binding [GO:0005524]; L-fuculokinase activity [GO:0008737]; D-arabinose catabolic process [GO:0019571]; L-fucose catabolic process [GO:0042355]; rhamnose catabolic process [GO:0019301]","GO:0005524; GO:0008737; GO:0019301; GO:0019571; GO:0042355",NA,"","GO:0005524 GO:0008737 GO:0019301 GO:0019571 GO:0042355"
"939","P0ABQ2","GARR_ECOLI","reviewed","2-hydroxy-3-oxopropionate reductase (EC 1.1.1.60) (Tartronate semialdehyde reductase) (TSAR)","garR yhaE b3125 JW5526","Escherichia coli (strain K12)",294,"1.1.1.60","947631;","ecj:JW5526;eco:b3125;",NA,NA,"NP_417594.3;",NA,"2-hydroxy-3-oxopropionate reductase activity [GO:0008679]; NAD binding [GO:0051287]; NADP binding [GO:0050661]; D-glucarate catabolic process [GO:0042838]; galactarate catabolic process [GO:0046392]; glyoxylate metabolic process [GO:0046487]","GO:0008679; GO:0042838; GO:0046392; GO:0046487; GO:0050661; GO:0051287",NA,"","GO:0008679 GO:0042838 GO:0046392 GO:0046487 GO:0050661 GO:0051287"
"940","P23894","HTPX_ECOLI","reviewed","Protease HtpX (EC 3.4.24.-) (Heat shock protein HtpX)","htpX b1829 JW1818","Escherichia coli (strain K12)",293,"3.4.24.-","946076;","ecj:JW1818;eco:b1829;",NA,NA,"NP_416343.1;WP_000984520.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; metalloendopeptidase activity [GO:0004222]; zinc ion binding [GO:0008270]; proteolysis [GO:0006508]; response to temperature stimulus [GO:0009266]","GO:0004222; GO:0005886; GO:0006508; GO:0008270; GO:0009266; GO:0016021",NA,"","GO:0004222 GO:0005886 GO:0006508 GO:0008270 GO:0009266 GO:0016021"
"941","P04079","GUAA_ECOLI","reviewed","GMP synthase [glutamine-hydrolyzing] (EC 6.3.5.2) (GMP synthetase) (GMPS) (Glutamine amidotransferase)","guaA b2507 JW2491","Escherichia coli (strain K12)",525,"6.3.5.2","947334;","ecj:JW2491;eco:b2507;",NA,NA,"NP_417002.1;WP_000138270.1;",NA,"cytosol [GO:0005829]; ATP binding [GO:0005524]; GMP synthase (glutamine-hydrolyzing) activity [GO:0003922]; GMP synthase activity [GO:0003921]; identical protein binding [GO:0042802]; pyrophosphatase activity [GO:0016462]; glutamine metabolic process [GO:0006541]; GMP biosynthetic process [GO:0006177]","GO:0003921; GO:0003922; GO:0005524; GO:0005829; GO:0006177; GO:0006541; GO:0016462; GO:0042802",NA,"Itself","GO:0003921 GO:0003922 GO:0005524 GO:0005829 GO:0006177 GO:0006541 GO:0016462 GO:0042802"
"942","P28861","FENR_ECOLI","reviewed","Flavodoxin/ferredoxin--NADP reductase (EC 1.18.1.2) (EC 1.19.1.1) (Ferredoxin (flavodoxin):NADP(+) oxidoreductase) (Ferredoxin--NADP reductase) (FNR) (Flavodoxin--NADP reductase) (FLDR) (Methyl viologen resistance protein A) (dA1)","fpr mvrA b3924 JW3895","Escherichia coli (strain K12)",248,"1.18.1.2; 1.19.1.1","948414;","ecj:JW3895;eco:b3924;",NA,NA,"NP_418359.1;WP_000796332.1;",NA,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; FAD binding [GO:0071949]; ferredoxin-NADP+ reductase activity [GO:0004324]; oxidoreductase activity [GO:0016491]; fructose catabolic process [GO:0006001]; iron-sulfur cluster assembly [GO:0016226]; response to drug [GO:0042493]; response to superoxide [GO:0000303]","GO:0000303; GO:0004324; GO:0005737; GO:0005829; GO:0006001; GO:0016226; GO:0016491; GO:0042493; GO:0071949",NA,"","GO:0000303 GO:0004324 GO:0005737 GO:0005829 GO:0006001 GO:0016226 GO:0016491 GO:0042493 GO:0071949"
"943","P32177","FDHD_ECOLI","reviewed","Sulfur carrier protein FdhD (Sulfurtransferase FdhD)","fdhD b3895 JW3866","Escherichia coli (strain K12)",277,"","948393;","ecj:JW3866;eco:b3895;",NA,NA,"NP_418331.1;WP_000753617.1;",NA,"cytosol [GO:0005829]; molybdopterin cofactor binding [GO:0043546]; sulfur carrier activity [GO:0097163]; sulfurtransferase activity [GO:0016783]; Mo-molybdopterin cofactor biosynthetic process [GO:0006777]; positive regulation of catalytic activity [GO:0043085]","GO:0005829; GO:0006777; GO:0016783; GO:0043085; GO:0043546; GO:0097163",NA,"","GO:0005829 GO:0006777 GO:0016783 GO:0043085 GO:0043546 GO:0097163"
"944","P32176","FDOG_ECOLI","reviewed","Formate dehydrogenase-O major subunit (EC 1.17.1.9) (Aerobic formate dehydrogenase major subunit) (FDH-Z subunit alpha) (Formate dehydrogenase-O subunit alpha)","fdoG b3894 JW3865","Escherichia coli (strain K12)",1016,"1.17.1.9","948394;","ecj:JW3865;eco:b3894;",NA,NA,"NP_418330.1;WP_010723259.1;",NA,"cytosol [GO:0005829]; formate dehydrogenase complex [GO:0009326]; membrane [GO:0016020]; periplasmic space [GO:0042597]; 4 iron, 4 sulfur cluster binding [GO:0051539]; electron transfer activity [GO:0009055]; formate dehydrogenase (cytochrome-c-553) activity [GO:0047111]; formate dehydrogenase (NAD+) activity [GO:0008863]; formate dehydrogenase (quinone) activity [GO:0036397]; molybdenum ion binding [GO:0030151]; molybdopterin cofactor binding [GO:0043546]; anaerobic respiration [GO:0009061]; cellular respiration [GO:0045333]; cellular response to DNA damage stimulus [GO:0006974]; formate oxidation [GO:0015944]","GO:0005829; GO:0006974; GO:0008863; GO:0009055; GO:0009061; GO:0009326; GO:0015944; GO:0016020; GO:0030151; GO:0036397; GO:0042597; GO:0043546; GO:0045333; GO:0047111; GO:0051539",NA,"P13024","GO:0005829 GO:0006974 GO:0008863 GO:0009055 GO:0009061 GO:0009326 GO:0015944 GO:0016020 GO:0030151 GO:0036397 GO:0042597 GO:0043546 GO:0045333 GO:0047111 GO:0051539"
"945","P0AAJ5","FDOH_ECOLI","reviewed","Formate dehydrogenase-O iron-sulfur subunit (Aerobic formate dehydrogenase iron-sulfur subunit) (FDH-Z subunit beta) (Formate dehydrogenase-O subunit beta)","fdoH b3893 JW3864","Escherichia coli (strain K12)",300,"","948395;","ecj:JW3864;eco:b3893;",NA,NA,"NP_418329.1;WP_000331377.1;",NA,"formate dehydrogenase complex [GO:0009326]; integral component of membrane [GO:0016021]; intrinsic component of the cytoplasmic side of the plasma membrane [GO:0031235]; membrane [GO:0016020]; 4 iron, 4 sulfur cluster binding [GO:0051539]; formate dehydrogenase (quinone) activity [GO:0036397]; metal ion binding [GO:0046872]; cellular respiration [GO:0045333]; formate oxidation [GO:0015944]","GO:0009326; GO:0015944; GO:0016020; GO:0016021; GO:0031235; GO:0036397; GO:0045333; GO:0046872; GO:0051539",NA,"","GO:0009326 GO:0015944 GO:0016020 GO:0016021 GO:0031235 GO:0036397 GO:0045333 GO:0046872 GO:0051539"
"946","P23877","FEPG_ECOLI","reviewed","Ferric enterobactin transport system permease protein FepG","fepG b0589 JW0581","Escherichia coli (strain K12)",330,"","945209;","ecj:JW0581;eco:b0589;",NA,NA,"NP_415121.1;WP_000640988.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; ferric-enterobactin transmembrane transporter activity [GO:0015620]; ferric-enterobactin import into cell [GO:0015685]","GO:0005886; GO:0015620; GO:0015685; GO:0016021",NA,"","GO:0005886 GO:0015620 GO:0015685 GO:0016021"
"947","P04949","FLIC_ECOLI","reviewed","Flagellin","fliC flaF hag b1923 JW1908","Escherichia coli (strain K12)",498,"","949101;","ecj:JW1908;eco:b1923;",NA,NA,"NP_416433.1;WP_000079739.1;",NA,"bacterial-type flagellum filament [GO:0009420]; extracellular region [GO:0005576]; structural molecule activity [GO:0005198]; bacterial-type flagellum-dependent cell motility [GO:0071973]","GO:0005198; GO:0005576; GO:0009420; GO:0071973",NA,"Q29XT7","GO:0005198 GO:0005576 GO:0009420 GO:0071973"
"948","P0AC07","FLIQ_ECOLI","reviewed","Flagellar biosynthetic protein FliQ","fliQ flaQ b1949 JW1933","Escherichia coli (strain K12)",89,"","946463;","ecj:JW1933;eco:b1949;",NA,NA,"NP_416459.1;WP_000187358.1;",NA,"bacterial-type flagellum basal body [GO:0009425]; integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; bacterial-type flagellum assembly [GO:0044780]; protein secretion [GO:0009306]","GO:0005886; GO:0009306; GO:0009425; GO:0016021; GO:0044780",NA,"","GO:0005886 GO:0009306 GO:0009425 GO:0016021 GO:0044780"
"949","P15070","FLIN_ECOLI","reviewed","Flagellar motor switch protein FliN","fliN flaN motD b1946 JW1930","Escherichia coli (strain K12)",137,"","946423;","ecj:JW1930;eco:b1946;",NA,NA,"NP_416456.1;WP_001282101.1;",NA,"bacterial-type flagellum basal body [GO:0009425]; plasma membrane [GO:0005886]; motor activity [GO:0003774]; bacterial-type flagellum-dependent cell motility [GO:0071973]; chemotaxis [GO:0006935]","GO:0003774; GO:0005886; GO:0006935; GO:0009425; GO:0071973",NA,"P06974","GO:0003774 GO:0005886 GO:0006935 GO:0009425 GO:0071973"
"950","P24186","FOLD_ECOLI","reviewed","Bifunctional protein FolD [Includes: Methylenetetrahydrofolate dehydrogenase (EC 1.5.1.5); Methenyltetrahydrofolate cyclohydrolase (EC 3.5.4.9)]","folD ads b0529 JW0518","Escherichia coli (strain K12)",288,"1.5.1.5; 3.5.4.9","945221;","ecj:JW0518;eco:b0529;",NA,NA,"NP_415062.1;WP_000729160.1;",NA,"cytosol [GO:0005829]; methenyltetrahydrofolate cyclohydrolase activity [GO:0004477]; methylenetetrahydrofolate dehydrogenase (NADP+) activity [GO:0004488]; histidine biosynthetic process [GO:0000105]; methionine biosynthetic process [GO:0009086]; purine nucleotide biosynthetic process [GO:0006164]; tetrahydrofolate interconversion [GO:0035999]; tetrahydrofolate metabolic process [GO:0046653]","GO:0000105; GO:0004477; GO:0004488; GO:0005829; GO:0006164; GO:0009086; GO:0035999; GO:0046653",NA,"","GO:0000105 GO:0004477 GO:0004488 GO:0005829 GO:0006164 GO:0009086 GO:0035999 GO:0046653"
"951","P0AEN4","FTSL_ECOLI","reviewed","Cell division protein FtsL","ftsL mraR yabD b0083 JW0081","Escherichia coli (strain K12)",121,"","944803;","ecj:JW0081;eco:b0083;",NA,NA,"NP_414625.1;WP_000625658.1;",NA,"cell division site [GO:0032153]; integral component of plasma membrane [GO:0005887]; FtsZ-dependent cytokinesis [GO:0043093]","GO:0005887; GO:0032153; GO:0043093",NA,"P56976; P0A6S5; P0AD68; P06136; P58034","GO:0005887 GO:0032153 GO:0043093"
"952","P10121","FTSY_ECOLI","reviewed","Signal recognition particle receptor FtsY (SRP receptor)","ftsY b3464 JW3429","Escherichia coli (strain K12)",497,"","947978;","ecj:JW3429;eco:b3464;",NA,NA,"NP_417921.1;WP_001040654.1;",NA,"cytosol [GO:0005829]; extrinsic component of plasma membrane [GO:0019897]; intrinsic component of plasma membrane [GO:0031226]; membrane [GO:0016020]; plasma membrane [GO:0005886]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; signal recognition particle binding [GO:0005047]; protein targeting [GO:0006605]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614]","GO:0003924; GO:0005047; GO:0005525; GO:0005829; GO:0005886; GO:0006605; GO:0006614; GO:0016020; GO:0019897; GO:0031226",NA,"P0AGD7","GO:0003924 GO:0005047 GO:0005525 GO:0005829 GO:0005886 GO:0006605 GO:0006614 GO:0016020 GO:0019897 GO:0031226"
"953","P11551","FUCP_ECOLI","reviewed","L-fucose-proton symporter (6-deoxy-L-galactose permease) (L-fucose permease)","fucP b2801 JW2772","Escherichia coli (strain K12)",438,"","947487;","ecj:JW2772;eco:b2801;",NA,NA,"NP_417281.1;WP_000528603.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; arabinose:proton symporter activity [GO:0015518]; fucose:proton symporter activity [GO:0015535]; galactose:proton symporter activity [GO:0015517]; arabinose transmembrane transport [GO:0015751]; fucose metabolic process [GO:0006004]; fucose transmembrane transport [GO:0015756]; galactose transmembrane transport [GO:0015757]","GO:0005886; GO:0006004; GO:0015517; GO:0015518; GO:0015535; GO:0015751; GO:0015756; GO:0015757; GO:0016021",NA,"","GO:0005886 GO:0006004 GO:0015517 GO:0015518 GO:0015535 GO:0015751 GO:0015756 GO:0015757 GO:0016021"
"954","P45544","FRLR_ECOLI","reviewed","Probable fructoselysine utilization operon transcriptional repressor (HTH-type transcriptional regulator FrlR)","frlR yhfR b3375 JW5698","Escherichia coli (strain K12)",243,"","947885;","ecj:JW5698;eco:b3375;",NA,NA,"NP_417834.6;WP_001276847.1;",NA,"DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; negative regulation of transcription, DNA-templated [GO:0045892]; transcription, DNA-templated [GO:0006351]","GO:0003677; GO:0003700; GO:0006351; GO:0045892",NA,"P14294","GO:0003677 GO:0003700 GO:0006351 GO:0045892"
"955","P25437","FRMA_ECOLI","reviewed","S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284) (Alcohol dehydrogenase class-3) (EC 1.1.1.1) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-)","frmA adhC b0356 JW0347","Escherichia coli (strain K12)",369,"1.1.1.284; 1.1.1.1; 1.1.1.-","944988;","ecj:JW0347;eco:b0356;",NA,NA,"NP_414890.1;WP_000842106.1;",NA,"cytoplasm [GO:0005737]; cytosol [GO:0005829]; alcohol dehydrogenase activity, zinc-dependent [GO:0004024]; identical protein binding [GO:0042802]; S-(hydroxymethyl)glutathione dehydrogenase activity [GO:0051903]; zinc ion binding [GO:0008270]; ethanol oxidation [GO:0006069]; formaldehyde catabolic process [GO:0046294]","GO:0004024; GO:0005737; GO:0005829; GO:0006069; GO:0008270; GO:0042802; GO:0046294; GO:0051903",NA,"Itself","GO:0004024 GO:0005737 GO:0005829 GO:0006069 GO:0008270 GO:0042802 GO:0046294 GO:0051903"
"956","P0AEN8","FUCM_ECOLI","reviewed","L-fucose mutarotase (EC 5.1.3.29) (Fucose 1-epimerase) (Type-2 mutarotase)","fucU b2804 JW2775","Escherichia coli (strain K12)",140,"5.1.3.29","945842;","ecj:JW2775;eco:b2804;",NA,NA,"NP_417284.1;WP_000920840.1;",NA,"cytoplasm [GO:0005737]; fucose binding [GO:0042806]; L-fucose mutarotase activity [GO:0036373]; racemase and epimerase activity, acting on carbohydrates and derivatives [GO:0016857]; fucose metabolic process [GO:0006004]; fucosylation [GO:0036065]; L-fucose metabolic process [GO:0042354]","GO:0005737; GO:0006004; GO:0016857; GO:0036065; GO:0036373; GO:0042354; GO:0042806",NA,"","GO:0005737 GO:0006004 GO:0016857 GO:0036065 GO:0036373 GO:0042354 GO:0042806"
"957","P0A9A9","FUR_ECOLI","reviewed","Ferric uptake regulation protein (Ferric uptake regulator)","fur b0683 JW0669","Escherichia coli (strain K12)",148,"","945295;","ecj:JW0669;eco:b0683;",NA,NA,"NP_415209.1;WP_000131702.1;",NA,"cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding [GO:0001216]; bacterial-type RNA polymerase transcriptional repressor activity, sequence-specific DNA binding [GO:0001217]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; sequence-specific DNA binding [GO:0043565]; transcription regulatory region DNA binding [GO:0044212]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; zinc ion binding [GO:0008270]; negative regulation of siderophore biosynthetic process [GO:1900705]; negative regulation of transcription, DNA-templated [GO:0045892]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of secondary metabolite biosynthetic process [GO:1900376]","GO:0000976; GO:0001216; GO:0001217; GO:0003677; GO:0003700; GO:0005829; GO:0008270; GO:0032993; GO:0043565; GO:0044212; GO:0045892; GO:0045893; GO:1900376; GO:1900705",NA,"","GO:0000976 GO:0001216 GO:0001217 GO:0003677 GO:0003700 GO:0005829 GO:0008270 GO:0032993 GO:0043565 GO:0044212 GO:0045892 GO:0045893 GO:1900376 GO:1900705"
"958","P37147","FXSA_ECOLI","reviewed","UPF0716 protein FxsA (Suppressor of F exclusion of phage T7)","fxsA yjeG b4140 JW4100","Escherichia coli (strain K12)",158,"","948657;","ecj:JW4100;eco:b4140;",NA,NA,"NP_418564.2;WP_001267448.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]","GO:0005886; GO:0016021",NA,"","GO:0005886 GO:0016021"
"959","P0A9C3","GALM_ECOLI","reviewed","Aldose 1-epimerase (EC 5.1.3.3) (Galactose mutarotase) (Type-1 mutarotase)","galM b0756 JW0739","Escherichia coli (strain K12)",346,"5.1.3.3","944943;","ecj:JW0739;eco:b0756;",NA,NA,"NP_415277.1;WP_000931389.1;",NA,"cytoplasm [GO:0005737]; aldose 1-epimerase activity [GO:0004034]; carbohydrate binding [GO:0030246]; galactose catabolic process via UDP-galactose [GO:0033499]; glucose metabolic process [GO:0006006]","GO:0004034; GO:0005737; GO:0006006; GO:0030246; GO:0033499",NA,"","GO:0004034 GO:0005737 GO:0006006 GO:0030246 GO:0033499"
"960","P06136","FTSQ_ECOLI","reviewed","Cell division protein FtsQ","ftsQ b0093 JW0091","Escherichia coli (strain K12)",276,"","944823;","ecj:JW0091;eco:b0093;",NA,NA,"NP_414635.1;WP_000075748.1;",NA,"cell division site [GO:0032153]; integral component of membrane [GO:0016021]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; identical protein binding [GO:0042802]; cell division [GO:0051301]; division septum assembly [GO:0000917]; FtsZ-dependent cytokinesis [GO:0043093]","GO:0000917; GO:0005886; GO:0005887; GO:0016021; GO:0032153; GO:0042802; GO:0043093; GO:0051301",NA,"Itself; P0A6S5; P0AD68; P46889; P0AEN4; P29131; P0ABG4; P58034","GO:0000917 GO:0005886 GO:0005887 GO:0016021 GO:0032153 GO:0042802 GO:0043093 GO:0051301"
"961","P23522","GARL_ECOLI","reviewed","5-keto-4-deoxy-D-glucarate aldolase (KDGluc aldolase) (KDGlucA) (EC 4.1.2.20) (2-dehydro-3-deoxy-D-glucarate aldolase) (2-keto-3-deoxy-D-glucarate aldolase) (5-dehydro-4-deoxy-D-glucarate aldolase) (Alpha-keto-beta-deoxy-D-glucarate aldolase)","garL yhaF b3126 JW3095","Escherichia coli (strain K12)",256,"4.1.2.20","947630;","ecj:JW3095;eco:b3126;",NA,NA,"NP_417595.1;WP_001058209.1;",NA,"cytoplasm [GO:0005737]; 2-dehydro-3-deoxyglucarate aldolase activity [GO:0008672]; aldehyde-lyase activity [GO:0016832]; carbon-carbon lyase activity [GO:0016830]; magnesium ion binding [GO:0000287]; D-glucarate catabolic process [GO:0042838]; galactarate catabolic process [GO:0046392]; glucarate catabolic process [GO:0019394]","GO:0000287; GO:0005737; GO:0008672; GO:0016830; GO:0016832; GO:0019394; GO:0042838; GO:0046392",NA,"","GO:0000287 GO:0005737 GO:0008672 GO:0016830 GO:0016832 GO:0019394 GO:0042838 GO:0046392"
"962","P0A9R4","FER_ECOLI","reviewed","2Fe-2S ferredoxin","fdx b2525 JW2509","Escherichia coli (strain K12)",111,"","947160;","ecj:JW2509;eco:b2525;",NA,NA,"NP_417020.1;WP_001124469.1;",NA,"cytosol [GO:0005829]; 2 iron, 2 sulfur cluster binding [GO:0051537]; electron transfer activity [GO:0009055]; metal ion binding [GO:0046872]; iron-sulfur cluster assembly [GO:0016226]","GO:0005829; GO:0009055; GO:0016226; GO:0046872; GO:0051537",NA,"P0AAC8; P0A6B7","GO:0005829 GO:0009055 GO:0016226 GO:0046872 GO:0051537"
"963","P23882","FMT_ECOLI","reviewed","Methionyl-tRNA formyltransferase (EC 2.1.2.9) (Met-tRNA(fMet) formyltransferase)","fmt yhdD b3288 JW3249","Escherichia coli (strain K12)",315,"2.1.2.9","947779;","ecj:JW3249;eco:b3288;",NA,NA,"NP_417746.1;WP_000004473.1;",NA,"cytosol [GO:0005829]; methionyl-tRNA formyltransferase activity [GO:0004479]; charged-tRNA amino acid modification [GO:0019988]; conversion of methionyl-tRNA to N-formyl-methionyl-tRNA [GO:0071951]","GO:0004479; GO:0005829; GO:0019988; GO:0071951",NA,"","GO:0004479 GO:0005829 GO:0019988 GO:0071951"
"964","P77609","FLXA_ECOLI","reviewed","Protein FlxA","flxA b1566 JW1558","Escherichia coli (strain K12)",110,"","947392;","ecj:JW1558;eco:b1566;",NA,NA,"NP_416084.1;WP_001301033.1;",NA,"","",NA,"P76555; P0ABQ4; P22939; P17952",""
"965","P0A9E5","FNR_ECOLI","reviewed","Fumarate and nitrate reduction regulatory protein","fnr nirR b1334 JW1328","Escherichia coli (strain K12)",250,"","945908;","ecj:JW1328;eco:b1334;",NA,NA,"NP_415850.1;WP_000611911.1;",NA,"cytosol [GO:0005829]; protein-DNA complex [GO:0032993]; 4 iron, 4 sulfur cluster binding [GO:0051539]; bacterial-type RNA polymerase transcriptional activator activity, sequence-specific DNA binding [GO:0001216]; DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; iron-sulfur cluster binding [GO:0051536]; metal ion binding [GO:0046872]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; anaerobic respiration [GO:0009061]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of transcription, DNA-templated [GO:0006355]; response to nitric oxide [GO:0071731]","GO:0000976; GO:0001216; GO:0003677; GO:0003700; GO:0005829; GO:0006355; GO:0009061; GO:0032993; GO:0045893; GO:0046872; GO:0051536; GO:0051539; GO:0071731",NA,"","GO:0000976 GO:0001216 GO:0003677 GO:0003700 GO:0005829 GO:0006355 GO:0009061 GO:0032993 GO:0045893 GO:0046872 GO:0051536 GO:0051539 GO:0071731"
"966","P0AB87","FUCA_ECOLI","reviewed","L-fuculose phosphate aldolase (EC 4.1.2.17) (D-ribulose-phosphate aldolase) (L-fuculose-1-phosphate aldolase)","fucA fucC prd b2800 JW2771","Escherichia coli (strain K12)",215,"4.1.2.17","947282;","ecj:JW2771;eco:b2800;",NA,NA,"NP_417280.1;WP_000440781.1;",NA,"cytosol [GO:0005829]; aldehyde-lyase activity [GO:0016832]; L-fuculose-phosphate aldolase activity [GO:0008738]; zinc ion binding [GO:0008270]; D-arabinose catabolic process [GO:0019571]; L-fucose catabolic process [GO:0042355]; pentose catabolic process [GO:0019323]","GO:0005829; GO:0008270; GO:0008738; GO:0016832; GO:0019323; GO:0019571; GO:0042355",NA,"","GO:0005829 GO:0008270 GO:0008738 GO:0016832 GO:0019323 GO:0019571 GO:0042355"
"967","P00363","FRDA_ECOLI","reviewed","Fumarate reductase flavoprotein subunit (EC 1.3.5.4)","frdA b4154 JW4115","Escherichia coli (strain K12)",602,"1.3.5.4","948667;","ecj:JW4115;eco:b4154;",NA,NA,"NP_418578.1;WP_001192973.1;",NA,"cytosol [GO:0005829]; membrane [GO:0016020]; plasma membrane [GO:0005886]; plasma membrane fumarate reductase complex [GO:0045284]; electron transfer activity [GO:0009055]; FAD binding [GO:0071949]; flavin adenine dinucleotide binding [GO:0050660]; fumarate reductase (menaquinone) [GO:0102040]; succinate dehydrogenase activity [GO:0000104]; anaerobic respiration [GO:0009061]; bacterial-type flagellum assembly [GO:0044780]; bacterial-type flagellum-dependent cell motility [GO:0071973]; cellular response to DNA damage stimulus [GO:0006974]; fermentation [GO:0006113]","GO:0000104; GO:0005829; GO:0005886; GO:0006113; GO:0006974; GO:0009055; GO:0009061; GO:0016020; GO:0044780; GO:0045284; GO:0050660; GO:0071949; GO:0071973; GO:0102040",NA,"P0AC47; P0ACB4; P76111","GO:0000104 GO:0005829 GO:0005886 GO:0006113 GO:0006974 GO:0009055 GO:0009061 GO:0016020 GO:0044780 GO:0045284 GO:0050660 GO:0071949 GO:0071973 GO:0102040"
"968","P0A8Q0","FRDC_ECOLI","reviewed","Fumarate reductase subunit C (Fumarate reductase 15 kDa hydrophobic protein)","frdC b4152 JW4113","Escherichia coli (strain K12)",131,"","948680;","ecj:JW4113;eco:b4152;",NA,NA,"NP_418576.1;WP_000208757.1;",NA,"integral component of membrane [GO:0016021]; plasma membrane [GO:0005886]; plasma membrane fumarate reductase complex [GO:0045284]; succinate dehydrogenase (ubiquinone) activity [GO:0008177]; succinate dehydrogenase activity [GO:0000104]; anaerobic respiration [GO:0009061]; bacterial-type flagellum assembly [GO:0044780]; bacterial-type flagellum-dependent cell motility [GO:0071973]; fermentation [GO:0006113]","GO:0000104; GO:0005886; GO:0006113; GO:0008177; GO:0009061; GO:0016021; GO:0044780; GO:0045284; GO:0071973",NA,"","GO:0000104 GO:0005886 GO:0006113 GO:0008177 GO:0009061 GO:0016021 GO:0044780 GO:0045284 GO:0071973"
"969","P0AAP3","FRMR_ECOLI","reviewed","Transcriptional repressor FrmR","frmR yaiN b0357 JW0348","Escherichia coli (strain K12)",91,"","944986;","ecj:JW0348;eco:b0357;",NA,NA,"NP_414891.4;WP_001141271.1;",NA,"cytoplasm [GO:0005737]; DNA binding [GO:0003677]; metal ion binding [GO:0046872]; negative regulation of transcription, DNA-templated [GO:0045892]","GO:0003677; GO:0005737; GO:0045892; GO:0046872",NA,"","GO:0003677 GO:0005737 GO:0045892 GO:0046872"
